node_type_id model_template model_type model_processing dynamics_params ei morphology pop_name
260 ctdb:Biophys1.hoc biophysical aibs_axon 471819401_fit_Kv3_1.json e Ntsr1-Cre_Ai14-181184.02.02.01_491771181_m.swc e6Ntsr1
261 ctdb:Biophys1.hoc biophysical aibs_axon 471819401_fit.json e Ntsr1-Cre_Ai14-181184.02.02.01_491771181_m.swc e6Ntsr1
262 ctdb:Biophys1.hoc biophysical aibs_axon 471819401_fit_Ca_LVA.json e Ntsr1-Cre_Ai14-181184.02.02.01_491771181_m.swc e6Ntsr1
263 ctdb:Biophys1.hoc biophysical aibs_axon 471819401_fit_NaTs.json e Ntsr1-Cre_Ai14-181184.02.02.01_491771181_m.swc e6Ntsr1
264 ctdb:Biophys1.hoc biophysical aibs_axon 471819401_fit_Im.json e Ntsr1-Cre_Ai14-181184.02.02.01_491771181_m.swc e6Ntsr1
265 ctdb:Biophys1.hoc biophysical aibs_axon 471819401_fit_SK.json e Ntsr1-Cre_Ai14-181184.02.02.01_491771181_m.swc e6Ntsr1
266 ctdb:Biophys1.hoc biophysical aibs_axon 471819401_fit_K_P.json e Ntsr1-Cre_Ai14-181184.02.02.01_491771181_m.swc e6Ntsr1
267 ctdb:Biophys1.hoc biophysical aibs_axon 471819401_fit_Ca_HVA.json e Ntsr1-Cre_Ai14-181184.02.02.01_491771181_m.swc e6Ntsr1
268 ctdb:Biophys1.hoc biophysical aibs_axon 476754635_fit_Kd.json i Sst-IRES-Cre_Ai14-188741.06.02.01_491771387_m.swc i6Sst
269 ctdb:Biophys1.hoc biophysical aibs_axon 476754635_fit_Ih.json i Sst-IRES-Cre_Ai14-188741.06.02.01_491771387_m.swc i6Sst
270 ctdb:Biophys1.hoc biophysical aibs_axon 476754635_fit_NaV.json i Sst-IRES-Cre_Ai14-188741.06.02.01_491771387_m.swc i6Sst
271 ctdb:Biophys1.hoc biophysical aibs_axon 476754635_fit_Ca_HVA.json i Sst-IRES-Cre_Ai14-188741.06.02.01_491771387_m.swc i6Sst
272 ctdb:Biophys1.hoc biophysical aibs_axon 476754635_fit_Ca_LVA.json i Sst-IRES-Cre_Ai14-188741.06.02.01_491771387_m.swc i6Sst
273 ctdb:Biophys1.hoc biophysical aibs_axon 476754635_fit_K_T.json i Sst-IRES-Cre_Ai14-188741.06.02.01_491771387_m.swc i6Sst
274 ctdb:Biophys1.hoc biophysical aibs_axon 476754635_fit_Im_v2.json i Sst-IRES-Cre_Ai14-188741.06.02.01_491771387_m.swc i6Sst
275 ctdb:Biophys1.hoc biophysical aibs_axon 476754635_fit_SK.json i Sst-IRES-Cre_Ai14-188741.06.02.01_491771387_m.swc i6Sst
276 ctdb:Biophys1.hoc biophysical aibs_axon 476754635_fit_g_pas.json i Sst-IRES-Cre_Ai14-188741.06.02.01_491771387_m.swc i6Sst
277 ctdb:Biophys1.hoc biophysical aibs_axon 476754635_fit.json i Sst-IRES-Cre_Ai14-188741.06.02.01_491771387_m.swc i6Sst
278 ctdb:Biophys1.hoc biophysical aibs_axon 476754635_fit_Kv2like.json i Sst-IRES-Cre_Ai14-188741.06.02.01_491771387_m.swc i6Sst
279 ctdb:Biophys1.hoc biophysical aibs_axon 476754635_fit_Kv3_1.json i Sst-IRES-Cre_Ai14-188741.06.02.01_491771387_m.swc i6Sst
